model-1584439913,1584439926.043,0.62,0.2296,0.66,0.2224,1
model-1584439913,1584439926.092,0.59,0.2288,0.65,0.2242,1
model-1584439913,1584439926.137,0.62,0.2203,0.65,0.2233,1
model-1584439913,1584439926.183,0.56,0.2396,0.64,0.219,1
model-1584439913,1584439926.233,0.7,0.2192,0.66,0.2164,1
model-1584439913,1584439926.28,0.6,0.2315,0.64,0.2184,1
model-1584439913,1584439926.325,0.6,0.231,0.65,0.2183,1
model-1584439913,1584439926.379,0.61,0.2468,0.65,0.2173,1
model-1584439913,1584439926.44,0.59,0.2336,0.66,0.2184,1
model-1584439913,1584439926.49,0.62,0.2216,0.64,0.2195,1
model-1584439913,1584439926.543,0.66,0.2187,0.68,0.2205,1
model-1584439913,1584439926.589,0.59,0.2288,0.63,0.222,1
model-1584439913,1584439926.637,0.64,0.2345,0.63,0.224,1
model-1584439913,1584439926.688,0.68,0.2134,0.62,0.2251,1
model-1584439913,1584439926.734,0.59,0.2305,0.64,0.2226,1
model-1584439913,1584439926.779,0.65,0.2276,0.67,0.2185,1
model-1584439913,1584439926.828,0.66,0.22,0.66,0.2174,1
model-1584439913,1584439926.874,0.66,0.21,0.66,0.2174,1
model-1584439913,1584439926.923,0.71,0.2115,0.65,0.2163,1
model-1584439913,1584439926.972,0.65,0.2203,0.69,0.2165,1
model-1584439913,1584439927.018,0.63,0.2217,0.63,0.2215,1
model-1584439913,1584439927.065,0.67,0.2141,0.6,0.2281,1
model-1584439913,1584439927.114,0.66,0.2092,0.62,0.2237,1
model-1584439913,1584439927.159,0.66,0.2198,0.67,0.2167,1
model-1584439913,1584439927.205,0.7,0.2076,0.66,0.2168,1
model-1584439913,1584439927.254,0.6,0.2294,0.67,0.2189,1
model-1584439913,1584439927.3,0.6,0.2425,0.67,0.2155,1
model-1584439913,1584439927.345,0.63,0.2219,0.62,0.2194,1
model-1584439913,1584439927.393,0.6,0.2243,0.64,0.2244,1
model-1584439913,1584439927.438,0.63,0.2195,0.65,0.2224,1
model-1584439913,1584439927.482,0.63,0.221,0.66,0.2202,1
model-1584439913,1584439927.53,0.65,0.2302,0.66,0.2152,1
model-1584439913,1584439927.574,0.64,0.2257,0.67,0.2128,1
model-1584439913,1584439927.619,0.65,0.2137,0.67,0.2124,1
model-1584439913,1584439927.669,0.67,0.2119,0.66,0.2126,1
model-1584439913,1584439927.715,0.68,0.2103,0.67,0.2127,1
model-1584439913,1584439927.759,0.6,0.231,0.66,0.2155,1
model-1584439913,1584439927.809,0.58,0.25,0.61,0.2263,1
model-1584439913,1584439927.854,0.62,0.2419,0.65,0.2229,1
model-1584439913,1584439927.9,0.7,0.2225,0.67,0.2182,1
model-1584439913,1584439927.954,0.68,0.2186,0.62,0.2282,1
model-1584439913,1584439927.999,0.62,0.2255,0.63,0.2293,1
model-1584439913,1584439928.045,0.57,0.2519,0.7,0.2132,1
model-1584439913,1584439928.093,0.62,0.2374,0.67,0.2095,1
model-1584439913,1584439928.137,0.69,0.2096,0.64,0.2181,1
model-1584439913,1584439928.184,0.43,0.2853,0.66,0.2109,1
model-1584439913,1584439928.231,0.61,0.2335,0.72,0.2104,1
model-1584439913,1584439928.276,0.71,0.1973,0.66,0.2362,1
model-1584439913,1584439928.319,0.6,0.2441,0.62,0.2415,1
model-1584439913,1584439928.368,0.63,0.2263,0.65,0.2276,1
model-1584439913,1584439928.412,0.57,0.2398,0.71,0.2134,1
model-1584439913,1584439928.455,0.58,0.2257,0.65,0.2152,1
model-1584439913,1584439928.503,0.62,0.229,0.62,0.2237,1
model-1584439913,1584439928.548,0.6,0.2406,0.62,0.227,1
model-1584439913,1584439928.594,0.58,0.2392,0.61,0.2238,1
model-1584439913,1584439928.644,0.61,0.2411,0.65,0.2196,1
model-1584439913,1584439928.689,0.67,0.2189,0.69,0.2182,1
model-1584439913,1584439928.733,0.67,0.2078,0.67,0.2192,1
model-1584439913,1584439928.782,0.6,0.2269,0.67,0.223,1
model-1584439913,1584439928.826,0.64,0.2217,0.64,0.2291,1
model-1584439913,1584439928.871,0.67,0.2114,0.67,0.2325,1
model-1584439913,1584439928.919,0.64,0.2255,0.65,0.2337,1
model-1584439913,1584439928.968,0.64,0.2182,0.64,0.2339,1
model-1584439913,1584439929.013,0.62,0.2373,0.66,0.2307,1
model-1584439913,1584439929.062,0.54,0.2492,0.65,0.226,1
model-1584439913,1584439929.106,0.58,0.2337,0.67,0.2203,1
model-1584439913,1584439929.151,0.61,0.234,0.65,0.2169,1
model-1584439913,1584439929.201,0.6,0.2315,0.68,0.2161,1
model-1584439913,1584439929.253,0.55,0.2547,0.69,0.217,1
model-1584439913,1584439929.299,0.6,0.244,0.67,0.218,1
model-1584439913,1584439929.349,0.6,0.2363,0.66,0.2182,1
model-1584439913,1584439929.393,0.68,0.2127,0.67,0.2176,1
model-1584439913,1584439929.437,0.56,0.2299,0.66,0.2166,1
model-1584439913,1584439929.485,0.67,0.215,0.67,0.2165,1
model-1584439913,1584439929.529,0.69,0.2235,0.68,0.2169,1
model-1584439913,1584439929.574,0.69,0.2142,0.68,0.2179,1
model-1584439913,1584439929.624,0.74,0.2077,0.68,0.2181,1
model-1584439913,1584439929.671,0.66,0.2298,0.67,0.2191,1
model-1584439913,1584439929.717,0.62,0.2329,0.68,0.219,1
model-1584439913,1584439929.765,0.58,0.246,0.68,0.2193,1
model-1584439913,1584439929.809,0.71,0.2096,0.67,0.2165,1
model-1584439913,1584439929.854,0.72,0.2079,0.66,0.2137,1
model-1584439913,1584439929.902,0.66,0.2161,0.67,0.2109,1
model-1584439913,1584439929.947,0.69,0.2123,0.68,0.2103,1
model-1584439913,1584439929.995,0.63,0.2283,0.69,0.21,1
model-1584439913,1584439930.044,0.7,0.2129,0.69,0.2093,1
model-1584439913,1584439930.088,0.66,0.2002,0.69,0.2088,1
model-1584439913,1584439930.131,0.63,0.213,0.7,0.2086,1
model-1584439913,1584439930.18,0.64,0.2225,0.68,0.2083,1
model-1584439913,1584439930.225,0.72,0.196,0.69,0.2086,1
model-1584439913,1584439930.27,0.66,0.22,0.7,0.2071,1
model-1584439913,1584439930.32,0.62,0.2081,0.68,0.206,1
model-1584439913,1584439930.366,0.61,0.2291,0.7,0.2055,1
model-1584439913,1584439930.41,0.64,0.2096,0.69,0.2066,1
model-1584439913,1584439930.459,0.67,0.22,0.64,0.2136,1
model-1584439913,1584439930.504,0.79,0.1852,0.64,0.2185,1
model-1584439913,1584439930.547,0.65,0.2156,0.63,0.2143,1
model-1584439913,1584439930.595,0.65,0.2175,0.66,0.2066,1
model-1584439913,1584439930.64,0.58,0.2381,0.7,0.2066,1
model-1584439913,1584439930.685,0.68,0.2008,0.65,0.2301,1
model-1584439913,1584439930.735,0.59,0.2254,0.59,0.2416,1
model-1584439913,1584439930.779,0.54,0.2738,0.65,0.2158,1
model-1584439913,1584439930.825,0.68,0.2122,0.71,0.206,1
model-1584439913,1584439930.874,0.64,0.2015,0.67,0.2104,1
model-1584439913,1584439930.917,0.62,0.2266,0.65,0.2146,1
model-1584439913,1584439930.962,0.65,0.1993,0.65,0.2132,1
model-1584439913,1584439931.014,0.67,0.2031,0.66,0.2124,1
model-1584439913,1584439931.06,0.6,0.2338,0.68,0.2093,1
model-1584439913,1584439931.105,0.64,0.1981,0.7,0.2066,1
model-1584439913,1584439931.155,0.61,0.2129,0.67,0.2105,1
model-1584439913,1584439931.201,0.75,0.1989,0.66,0.2216,1
model-1584439913,1584439931.247,0.61,0.2232,0.66,0.2243,1
model-1584439913,1584439931.297,0.7,0.2133,0.65,0.225,1
model-1584439913,1584439931.343,0.67,0.2232,0.65,0.2215,1
model-1584439913,1584439931.388,0.67,0.2166,0.69,0.2155,1
model-1584439913,1584439931.439,0.59,0.2189,0.68,0.2107,1
model-1584439913,1584439931.485,0.63,0.2246,0.69,0.2078,1
model-1584439913,1584439931.531,0.69,0.2047,0.67,0.2078,1
model-1584439913,1584439931.581,0.67,0.2144,0.7,0.2081,1
model-1584439913,1584439931.627,0.64,0.2301,0.67,0.2087,1
model-1584439913,1584439931.672,0.73,0.1994,0.67,0.2102,1
model-1584439913,1584439931.719,0.65,0.2147,0.67,0.2101,1
model-1584439913,1584439931.764,0.56,0.246,0.68,0.21,1
model-1584439913,1584439931.809,0.65,0.2128,0.64,0.216,1
model-1584439913,1584439931.859,0.64,0.202,0.61,0.2229,1
model-1584439913,1584439931.904,0.59,0.2289,0.65,0.2249,1
model-1584439913,1584439931.951,0.66,0.2126,0.63,0.224,1
model-1584439913,1584439931.999,0.6,0.2317,0.64,0.2188,1
model-1584439913,1584439932.048,0.67,0.2205,0.7,0.21,1
model-1584439913,1584439932.094,0.69,0.211,0.71,0.2044,1
model-1584439913,1584439932.142,0.66,0.2088,0.72,0.2023,1
model-1584439913,1584439932.186,0.64,0.2086,0.72,0.2014,1
model-1584439913,1584439932.23,0.57,0.2296,0.72,0.2003,1
model-1584439913,1584439932.279,0.69,0.2046,0.71,0.2023,1
model-1584439913,1584439932.323,0.69,0.2017,0.71,0.2045,1
model-1584439913,1584439932.367,0.64,0.2128,0.71,0.2084,1
model-1584439913,1584439932.414,0.65,0.2251,0.7,0.2089,1
model-1584439913,1584439932.461,0.6,0.2284,0.71,0.2039,1
model-1584439913,1584439932.506,0.76,0.1949,0.67,0.2019,1
model-1584439913,1584439932.561,0.56,0.2267,0.68,0.2026,1
model-1584439913,1584439932.606,0.71,0.2064,0.69,0.2032,1
model-1584439913,1584439932.65,0.77,0.1845,0.69,0.2031,1
model-1584439913,1584439932.702,0.67,0.2103,0.68,0.2034,1
model-1584439913,1584439932.75,0.72,0.2037,0.67,0.2022,1
model-1584439913,1584439932.795,0.65,0.2214,0.68,0.2003,1
model-1584439913,1584439932.843,0.66,0.2286,0.7,0.199,1
model-1584439913,1584439932.887,0.73,0.2071,0.69,0.1987,1
model-1584439913,1584439932.933,0.71,0.2115,0.71,0.1967,1
model-1584439913,1584439932.984,0.68,0.2057,0.69,0.1967,1
model-1584439913,1584439933.028,0.72,0.2,0.71,0.1948,1
model-1584439913,1584439933.079,0.73,0.1869,0.71,0.194,1
